id,sis_id,pre_confidence_level_combined,pre_iso_ortho_text,pre_iso_ortho_num,pre_ortho_iso_text,pre_ortho_iso_num,post_confidence_level_combined,post_iso_ortho_text,post_iso_ortho_num,post_ortho_iso_text,post_ortho_iso_num,participated_in_treatment
256163,973031120,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
238277,904118927,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
261656,110265597,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
263178,822680633,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
250021,866408666,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
244905,750738161,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
232981,436666227,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
238280,226880153,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
246735,848051990,"Neutral,Neutral",Neutral,3,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
272378,149259530,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
265921,744810761,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
265388,919691099,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
214946,574105647,"Strongly disagree,Neutral",Strongly disagree,1,Neutral,3,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
224345,898686927,"Strongly disagree,Strongly disagree",Strongly disagree,1,Strongly disagree,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
269784,797696763,"Agree,Agree",Agree,4,Agree,4,"Neutral,Strongly agree",Neutral,3,Strongly agree,5,TRUE
293151,560501710,"Agree,Agree",Agree,4,Agree,4,"Neutral,Strongly agree",Neutral,3,Strongly agree,5,TRUE
265495,641748774,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Agree",Strongly agree,5,Agree,4,TRUE
226241,365471806,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Agree",Strongly agree,5,Agree,4,TRUE
253352,641357402,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Agree",Strongly agree,5,Agree,4,TRUE
252346,703575558,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Agree",Strongly agree,5,Agree,4,TRUE
253007,784209479,"Strongly agree,Agree",Strongly agree,5,Agree,4,"Strongly agree,Agree",Strongly agree,5,Agree,4,TRUE
272420,840742914,"Strongly agree,Neutral",Strongly agree,5,Neutral,3,"Strongly agree,Agree",Strongly agree,5,Agree,4,TRUE
253994,221165062,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Agree",Strongly agree,5,Agree,4,TRUE
268798,986818934,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Neutral",Strongly agree,5,Neutral,3,TRUE
210978,551805595,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
218107,962480086,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
265587,335975063,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
252715,334961911,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
17705,6625028,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
253929,587620760,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
263507,843151052,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
256311,952359688,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
265119,248870159,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
233350,712157833,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
264096,266920316,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
252532,605414195,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
205054,372646963,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
262418,859888980,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
254552,308843487,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
253067,469980212,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
222796,592630920,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
263966,447633666,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
253799,344569630,"Agree,Agree",Agree,4,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
267370,715685957,"Agree,Disagree",Agree,4,Disagree,2,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
248231,982163993,"Agree,Neutral",Agree,4,Neutral,3,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
234255,115415697,"Disagree,Disagree",Disagree,2,Disagree,2,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
263934,508961752,"Disagree,Neutral",Disagree,2,Neutral,3,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
262479,658581974,"Neutral,Agree",Neutral,3,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
258379,404078324,"Neutral,Neutral",Neutral,3,Neutral,3,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
279903,202235491,"Strongly agree,Agree",Strongly agree,5,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
251156,596884987,"Strongly agree,Agree",Strongly agree,5,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
252339,244687891,"Strongly agree,Agree",Strongly agree,5,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
261702,769757485,"Strongly agree,Agree",Strongly agree,5,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
254333,991193190,"Strongly agree,Agree",Strongly agree,5,Agree,4,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
251364,983765419,"Strongly agree,Neutral",Strongly agree,5,Neutral,3,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
262809,726951392,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
257247,893023446,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
212237,579693396,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
242338,399421334,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
212162,772558866,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
260771,639928800,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
259676,899359514,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
253031,844606637,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
265553,825448629,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
272288,240898101,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
173689,649574844,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
220998,891697674,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
286039,802004523,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
217082,546167955,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
271235,785221912,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
211269,147761076,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
254694,880006831,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
262171,962435074,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
208823,645810483,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
257943,970610856,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
195987,949250900,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
250090,313593320,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
282515,385567463,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
246803,328557074,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
203389,1601289,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
219330,683834908,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
200818,719721329,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
243915,388511596,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
211664,289110631,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
234318,755860238,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
218608,363105428,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
259045,577047884,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
247726,103629858,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
268552,444858819,"Strongly disagree,Strongly disagree",Strongly disagree,1,Strongly disagree,1,"Strongly agree,Strongly agree",Strongly agree,5,Strongly agree,5,TRUE
257435,534761295,"Neutral,Strongly disagree",Neutral,3,Strongly disagree,1,"Strongly disagree,Neutral",Strongly disagree,1,Neutral,3,TRUE
218402,967368958,"Strongly disagree,Disagree",Strongly disagree,1,Disagree,2,"Strongly disagree,Neutral",Strongly disagree,1,Neutral,3,TRUE
232871,605529857,"Agree,Disagree",Agree,4,Disagree,2,"Strongly disagree,Strongly disagree",Strongly disagree,1,Strongly disagree,1,TRUE
197585,676346898,"Agree,Neutral",Agree,4,Neutral,3,"Strongly disagree,Strongly disagree",Strongly disagree,1,Strongly disagree,1,TRUE
257707,249783909,"Strongly agree,Agree",Strongly agree,5,Agree,4,"Strongly disagree,Strongly disagree",Strongly disagree,1,Strongly disagree,1,TRUE
206728,778074619,"Strongly disagree,Strongly disagree",Strongly disagree,1,Strongly disagree,1,"Strongly disagree,Strongly disagree",Strongly disagree,1,Strongly disagree,1,TRUE
