id,sis_id,submitted,attempt,confidence_level_combined,iso_ortho_text,iso_ortho_num,ortho_iso_text,ortho_iso_num,participated_in_treatment
254635,543674679,2020-08-09 07:01:04 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
242173,104076327,2020-08-09 04:36:48 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
226982,677693269,2020-08-09 03:32:48 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
238277,904118927,2020-08-09 03:27:58 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
253488,707422380,2020-08-09 03:26:54 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
261656,110265597,2020-08-09 03:16:37 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
263178,822680633,2020-08-09 03:07:19 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
250021,866408666,2020-08-09 03:02:40 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
249028,706680353,2020-08-09 02:55:32 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
294143,945208406,2020-08-09 02:12:01 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
264340,107794551,2020-08-09 01:05:08 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
217343,666196611,2020-08-08 11:16:33 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
282181,225095890,2020-08-08 10:08:54 UTC,1,"Neutral,Neutral",Neutral,3,Neutral,3,TRUE
