id,sis_id,submitted,attempt,confidence_level_combined,iso_ortho_text,iso_ortho_num,ortho_iso_text,ortho_iso_num
259484,464608278,2020-04-05 11:53:13 UTC,1,"Agree,Agree",Agree,4,Agree,4
212518,352955793,2020-04-05 11:52:38 UTC,1,"Agree,Agree",Agree,4,Agree,4
255540,569503958,2020-04-05 11:49:25 UTC,1,"Agree,Agree",Agree,4,Agree,4
266653,525697092,2020-04-05 11:48:32 UTC,1,"Agree,Agree",Agree,4,Agree,4
256475,846258760,2020-04-05 11:37:17 UTC,1,"Agree,Agree",Agree,4,Agree,4
261477,421424751,2020-04-05 11:21:23 UTC,1,"Agree,Agree",Agree,4,Agree,4
258639,805027536,2020-04-05 10:56:40 UTC,1,"Agree,Agree",Agree,4,Agree,4
242839,847398087,2020-04-05 10:55:10 UTC,1,"Agree,Agree",Agree,4,Agree,4
267606,142496648,2020-04-05 10:36:08 UTC,1,"Agree,Agree",Agree,4,Agree,4
256920,327098406,2020-04-05 10:33:35 UTC,1,"Agree,Agree",Agree,4,Agree,4
266679,315356134,2020-04-05 10:31:10 UTC,1,"Agree,Agree",Agree,4,Agree,4
168299,915071378,2020-04-05 10:30:09 UTC,1,"Agree,Agree",Agree,4,Agree,4
252185,140899574,2020-04-05 10:30:01 UTC,1,"Agree,Agree",Agree,4,Agree,4
256408,292580845,2020-04-05 09:50:53 UTC,1,"Agree,Agree",Agree,4,Agree,4
253182,525202200,2020-04-05 09:37:18 UTC,1,"Agree,Agree",Agree,4,Agree,4
250168,344653840,2020-04-05 09:13:29 UTC,1,"Agree,Agree",Agree,4,Agree,4
241960,183928988,2020-04-05 09:09:46 UTC,1,"Agree,Agree",Agree,4,Agree,4
272450,394331911,2020-04-05 08:54:55 UTC,1,"Agree,Agree",Agree,4,Agree,4
247902,344016550,2020-04-05 08:53:53 UTC,1,"Agree,Agree",Agree,4,Agree,4
247168,463667815,2020-04-05 08:49:11 UTC,1,"Agree,Agree",Agree,4,Agree,4
222816,734732341,2020-04-05 08:49:00 UTC,1,"Agree,Agree",Agree,4,Agree,4
164894,797842337,2020-04-05 08:05:42 UTC,1,"Agree,Agree",Agree,4,Agree,4
255139,695477535,2020-04-05 08:03:24 UTC,1,"Agree,Agree",Agree,4,Agree,4
256457,480000262,2020-04-05 07:59:15 UTC,1,"Agree,Agree",Agree,4,Agree,4
233476,672823175,2020-04-05 07:59:00 UTC,1,"Agree,Agree",Agree,4,Agree,4
251933,177260491,2020-04-05 07:55:17 UTC,1,"Agree,Agree",Agree,4,Agree,4
225675,774053597,2020-04-05 07:27:28 UTC,1,"Agree,Agree",Agree,4,Agree,4
222833,208557643,2020-04-05 07:20:03 UTC,1,"Agree,Agree",Agree,4,Agree,4
248916,730674236,2020-04-05 07:17:04 UTC,1,"Agree,Agree",Agree,4,Agree,4
265612,987882313,2020-04-05 06:54:11 UTC,1,"Agree,Agree",Agree,4,Agree,4
243657,801659640,2020-04-05 06:32:36 UTC,1,"Agree,Agree",Agree,4,Agree,4
269189,507608754,2020-04-05 06:31:52 UTC,1,"Agree,Agree",Agree,4,Agree,4
246407,580344177,2020-04-05 05:41:47 UTC,1,"Agree,Agree",Agree,4,Agree,4
270683,461387529,2020-04-05 05:14:31 UTC,1,"Agree,Agree",Agree,4,Agree,4
234983,385406809,2020-04-05 05:07:44 UTC,1,"Agree,Agree",Agree,4,Agree,4
264205,619297268,2020-04-05 04:18:26 UTC,1,"Agree,Agree",Agree,4,Agree,4
159760,942343447,2020-04-05 04:16:49 UTC,1,"Agree,Agree",Agree,4,Agree,4
256636,283420348,2020-04-05 04:16:25 UTC,1,"Agree,Agree",Agree,4,Agree,4
196898,800610925,2020-04-05 03:52:14 UTC,1,"Agree,Agree",Agree,4,Agree,4
248419,586283870,2020-04-05 03:11:27 UTC,1,"Agree,Agree",Agree,4,Agree,4
252993,912017173,2020-04-05 03:01:23 UTC,1,"Agree,Agree",Agree,4,Agree,4
253717,207906995,2020-04-05 02:41:41 UTC,1,"Agree,Agree",Agree,4,Agree,4
241934,262160188,2020-04-05 01:56:21 UTC,1,"Agree,Agree",Agree,4,Agree,4
254961,750702927,2020-04-05 01:37:10 UTC,1,"Agree,Agree",Agree,4,Agree,4
268635,588809178,2020-04-05 01:14:30 UTC,1,"Agree,Agree",Agree,4,Agree,4
245526,581173664,2020-04-05 00:53:57 UTC,1,"Agree,Agree",Agree,4,Agree,4
251198,510123010,2020-04-05 00:51:00 UTC,1,"Agree,Agree",Agree,4,Agree,4
257192,681087165,2020-04-05 00:46:54 UTC,1,"Agree,Agree",Agree,4,Agree,4
247062,336385313,2020-04-05 00:05:45 UTC,1,"Agree,Agree",Agree,4,Agree,4
246912,193154031,2020-04-05 00:01:07 UTC,1,"Agree,Agree",Agree,4,Agree,4
251395,664902207,2020-04-05 00:00:38 UTC,1,"Agree,Agree",Agree,4,Agree,4
252867,184906553,2020-04-04 23:44:56 UTC,1,"Agree,Agree",Agree,4,Agree,4
244707,415563536,2020-04-04 21:28:00 UTC,1,"Agree,Agree",Agree,4,Agree,4
263234,359909220,2020-04-04 21:19:23 UTC,1,"Agree,Agree",Agree,4,Agree,4
251167,588260533,2020-04-04 20:57:25 UTC,1,"Agree,Agree",Agree,4,Agree,4
201190,291750267,2020-04-04 12:45:55 UTC,1,"Agree,Agree",Agree,4,Agree,4
243119,988397547,2020-04-04 12:22:40 UTC,1,"Agree,Agree",Agree,4,Agree,4
253019,939061270,2020-04-04 11:38:46 UTC,1,"Agree,Agree",Agree,4,Agree,4
270646,626086055,2020-04-04 10:55:04 UTC,1,"Agree,Agree",Agree,4,Agree,4
254217,956411594,2020-04-04 10:44:51 UTC,1,"Agree,Agree",Agree,4,Agree,4
263646,373481988,2020-04-04 10:42:04 UTC,1,"Agree,Agree",Agree,4,Agree,4
271205,457103904,2020-04-04 10:19:05 UTC,1,"Agree,Agree",Agree,4,Agree,4
256642,521954418,2020-04-04 09:50:51 UTC,1,"Agree,Agree",Agree,4,Agree,4
252868,301940233,2020-04-04 09:14:58 UTC,1,"Agree,Agree",Agree,4,Agree,4
251028,357553777,2020-04-04 09:08:43 UTC,1,"Agree,Agree",Agree,4,Agree,4
211556,207386547,2020-04-04 08:46:10 UTC,1,"Agree,Agree",Agree,4,Agree,4
242004,682321996,2020-04-04 08:34:30 UTC,1,"Agree,Agree",Agree,4,Agree,4
258469,866156972,2020-04-04 08:12:24 UTC,1,"Agree,Agree",Agree,4,Agree,4
257640,418608074,2020-04-04 06:54:30 UTC,1,"Agree,Agree",Agree,4,Agree,4
212778,980468406,2020-04-04 06:29:51 UTC,1,"Agree,Agree",Agree,4,Agree,4
264422,563087690,2020-04-04 05:56:35 UTC,1,"Agree,Agree",Agree,4,Agree,4
209356,588330490,2020-04-04 05:45:57 UTC,1,"Agree,Agree",Agree,4,Agree,4
245244,806889461,2020-04-04 05:44:23 UTC,1,"Agree,Agree",Agree,4,Agree,4
258675,637333664,2020-04-04 05:29:35 UTC,1,"Agree,Agree",Agree,4,Agree,4
252709,831273669,2020-04-04 05:00:50 UTC,1,"Agree,Agree",Agree,4,Agree,4
222285,771527195,2020-04-04 04:52:30 UTC,1,"Agree,Agree",Agree,4,Agree,4
245408,565722061,2020-04-04 04:50:49 UTC,1,"Agree,Agree",Agree,4,Agree,4
267131,645666450,2020-04-04 04:26:52 UTC,1,"Agree,Agree",Agree,4,Agree,4
246628,483778758,2020-04-04 03:33:26 UTC,1,"Agree,Agree",Agree,4,Agree,4
265680,850828623,2020-04-04 02:32:41 UTC,1,"Agree,Agree",Agree,4,Agree,4
224578,579121590,2020-04-04 02:27:23 UTC,1,"Agree,Agree",Agree,4,Agree,4
214163,146148034,2020-04-04 02:27:02 UTC,1,"Agree,Agree",Agree,4,Agree,4
262928,756904626,2020-04-04 01:52:31 UTC,1,"Agree,Agree",Agree,4,Agree,4
255039,951039025,2020-04-04 01:27:00 UTC,1,"Agree,Agree",Agree,4,Agree,4
270882,366510005,2020-04-03 23:56:11 UTC,1,"Agree,Agree",Agree,4,Agree,4
256354,722781138,2020-04-03 23:28:59 UTC,1,"Agree,Agree",Agree,4,Agree,4
245712,791645535,2020-04-03 23:13:43 UTC,1,"Agree,Agree",Agree,4,Agree,4
256677,689753607,2020-04-03 22:52:18 UTC,1,"Agree,Agree",Agree,4,Agree,4
224145,921778425,2020-04-03 21:22:01 UTC,1,"Agree,Agree",Agree,4,Agree,4
256402,823213455,2020-04-03 20:30:18 UTC,1,"Agree,Agree",Agree,4,Agree,4
208539,822042586,2020-04-03 10:54:21 UTC,1,"Agree,Agree",Agree,4,Agree,4
248230,813493529,2020-04-03 09:18:50 UTC,1,"Agree,Agree",Agree,4,Agree,4
248240,369093341,2020-04-03 09:09:00 UTC,1,"Agree,Agree",Agree,4,Agree,4
260601,435741846,2020-04-03 08:40:33 UTC,1,"Agree,Agree",Agree,4,Agree,4
257794,926335228,2020-04-03 06:49:07 UTC,1,"Agree,Agree",Agree,4,Agree,4
257880,952594821,2020-04-03 06:02:21 UTC,1,"Agree,Agree",Agree,4,Agree,4
257680,232987571,2020-04-03 05:55:46 UTC,1,"Agree,Agree",Agree,4,Agree,4
268414,512163833,2020-04-03 05:54:11 UTC,1,"Agree,Agree",Agree,4,Agree,4
244332,122318481,2020-04-03 05:52:46 UTC,1,"Agree,Agree",Agree,4,Agree,4
248730,901571339,2020-04-03 05:31:01 UTC,1,"Agree,Agree",Agree,4,Agree,4
253637,688152847,2020-04-03 04:36:36 UTC,1,"Agree,Agree",Agree,4,Agree,4
254155,785607380,2020-04-03 04:07:02 UTC,1,"Agree,Agree",Agree,4,Agree,4
264412,848431280,2020-04-03 03:58:43 UTC,1,"Agree,Agree",Agree,4,Agree,4
212762,240931674,2020-04-03 03:57:38 UTC,1,"Agree,Agree",Agree,4,Agree,4
252016,291922276,2020-04-03 03:40:28 UTC,1,"Agree,Agree",Agree,4,Agree,4
213969,172298642,2020-04-03 03:33:05 UTC,1,"Agree,Agree",Agree,4,Agree,4
252247,563019503,2020-04-03 02:34:16 UTC,1,"Agree,Agree",Agree,4,Agree,4
257670,839042582,2020-04-03 01:44:23 UTC,1,"Agree,Agree",Agree,4,Agree,4
250790,889113633,2020-04-03 01:40:52 UTC,1,"Agree,Agree",Agree,4,Agree,4
258971,628421945,2020-04-03 01:00:03 UTC,1,"Agree,Agree",Agree,4,Agree,4
183053,928057503,2020-04-03 00:38:43 UTC,1,"Agree,Agree",Agree,4,Agree,4
253170,929391989,2020-04-02 23:30:51 UTC,1,"Agree,Agree",Agree,4,Agree,4
246367,786416359,2020-04-02 23:25:53 UTC,1,"Agree,Agree",Agree,4,Agree,4
245336,118491607,2020-04-02 23:22:45 UTC,1,"Agree,Agree",Agree,4,Agree,4
251042,652556698,2020-04-02 23:09:53 UTC,1,"Agree,Agree",Agree,4,Agree,4
251004,433944287,2020-04-02 23:03:00 UTC,1,"Agree,Agree",Agree,4,Agree,4
261033,314270435,2020-04-02 22:29:37 UTC,1,"Agree,Agree",Agree,4,Agree,4
248513,869616639,2020-04-02 22:13:30 UTC,1,"Agree,Agree",Agree,4,Agree,4
246660,434313540,2020-04-02 22:12:34 UTC,1,"Agree,Agree",Agree,4,Agree,4
242814,723797764,2020-04-02 22:01:13 UTC,1,"Agree,Agree",Agree,4,Agree,4
258210,499122390,2020-04-02 21:51:52 UTC,1,"Agree,Agree",Agree,4,Agree,4
248651,233000943,2020-04-02 20:48:58 UTC,1,"Agree,Agree",Agree,4,Agree,4
246134,665690116,2020-04-05 13:29:49 UTC,1,"Agree,Disagree",Agree,4,Disagree,2
259574,399592117,2020-04-05 13:21:52 UTC,1,"Agree,Disagree",Agree,4,Disagree,2
239274,787271016,2020-04-05 08:27:07 UTC,1,"Agree,Disagree",Agree,4,Disagree,2
248861,815639931,2020-04-05 06:29:13 UTC,1,"Agree,Disagree",Agree,4,Disagree,2
266970,710645083,2020-04-05 02:41:45 UTC,1,"Agree,Disagree",Agree,4,Disagree,2
245023,418506369,2020-04-04 04:05:06 UTC,1,"Agree,Disagree",Agree,4,Disagree,2
258011,673607538,2020-04-03 12:40:13 UTC,1,"Agree,Disagree",Agree,4,Disagree,2
167340,613626913,2020-04-05 21:37:52 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
256447,455593007,2020-04-05 14:12:12 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
241626,345321290,2020-04-05 13:58:31 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
246196,883286891,2020-04-05 13:04:55 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
262922,971755539,2020-04-05 11:37:19 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
255429,796033394,2020-04-05 09:29:01 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
252785,599059157,2020-04-05 08:28:52 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
244998,221907863,2020-04-05 02:11:31 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
245046,461813300,2020-04-05 02:01:38 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
246507,315303614,2020-04-04 23:25:02 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
258310,398098200,2020-04-04 22:57:48 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
254338,335190637,2020-04-04 21:31:33 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
270530,958103851,2020-04-04 11:49:01 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
198953,310198480,2020-04-04 11:15:45 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
250584,505118794,2020-04-04 09:08:33 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
242891,691231052,2020-04-04 06:06:55 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
251649,994319414,2020-04-04 05:59:26 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
256930,351705151,2020-04-04 05:35:16 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
258409,741924400,2020-04-04 05:07:38 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
251141,129996234,2020-04-04 04:24:25 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
244596,141510153,2020-04-04 03:18:36 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
260277,284476829,2020-04-03 13:11:14 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
255347,566237842,2020-04-03 09:06:02 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
234823,711092361,2020-04-03 06:47:50 UTC,1,"Agree,Neutral",Agree,4,Neutral,3
215829,535169533,2020-04-05 20:57:44 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
257196,413181708,2020-04-05 13:07:17 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
256679,258027130,2020-04-05 09:28:56 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
217080,312631997,2020-04-05 09:13:20 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
247004,864726839,2020-04-05 08:52:44 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
247416,929666962,2020-04-05 07:41:00 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
246733,208108223,2020-04-05 04:23:37 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
248213,786128314,2020-04-05 03:21:28 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
255504,302200077,2020-04-05 01:02:58 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
270952,173605018,2020-04-04 22:49:27 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
247698,284314635,2020-04-04 12:07:23 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
251952,296899087,2020-04-04 05:54:17 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
227914,460465839,2020-04-04 04:45:38 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
249292,744908240,2020-04-04 03:50:08 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
249748,893113548,2020-04-04 02:34:17 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
256769,471403916,2020-04-04 02:30:16 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
251812,679548348,2020-04-04 02:11:39 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
256182,600808515,2020-04-03 10:31:50 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
258736,464376518,2020-04-03 05:51:06 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
247418,459733963,2020-04-03 05:30:52 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
252254,715387263,2020-04-03 04:33:03 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
263040,107472552,2020-04-03 02:43:29 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
256438,714176827,2020-04-02 22:51:00 UTC,1,"Agree,Strongly agree",Agree,4,Strongly agree,5
253825,187608375,2020-04-03 23:24:41 UTC,1,"Agree,Strongly disagree",Agree,4,Strongly disagree,1
260033,848921247,2020-04-05 11:37:25 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
245647,902974586,2020-04-05 08:58:03 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
223769,162490147,2020-04-05 07:01:21 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
249374,151381631,2020-04-05 05:00:45 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
246771,619395605,2020-04-05 04:00:24 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
231416,454393301,2020-04-05 03:43:54 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
264041,935555927,2020-04-05 02:02:28 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
247128,416073758,2020-04-04 23:44:33 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
162185,354396585,2020-04-04 09:52:29 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
255479,795452306,2020-04-04 07:24:08 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
235124,834872448,2020-04-03 21:07:35 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
234439,2623324,2020-04-03 12:35:32 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
183177,138141465,2020-04-03 03:35:23 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
251575,732528849,2020-04-02 23:35:31 UTC,1,"Disagree,Agree",Disagree,2,Agree,4
254812,426228442,2020-04-05 12:59:55 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
226635,779986839,2020-04-05 10:30:50 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
250343,685589779,2020-04-05 10:17:15 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
238954,868696083,2020-04-05 09:45:26 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
253650,513986989,2020-04-05 09:10:00 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
260810,408430567,2020-04-05 08:15:25 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
258008,277715828,2020-04-05 07:59:07 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
251281,422272390,2020-04-05 07:25:57 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
234908,625593645,2020-04-05 02:40:50 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
258586,661603089,2020-04-04 11:38:44 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
244547,164612240,2020-04-04 08:47:06 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
250592,436044002,2020-04-04 05:26:43 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
254286,552289676,2020-04-04 05:15:55 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
245487,216204741,2020-04-04 02:44:09 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
254581,857004643,2020-04-03 03:02:23 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
218394,797961379,2020-04-03 02:48:06 UTC,1,"Disagree,Disagree",Disagree,2,Disagree,2
252326,172991324,2020-04-05 14:24:14 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
252216,367222939,2020-04-05 06:28:23 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
250642,112165821,2020-04-04 23:49:25 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
249932,589346291,2020-04-04 23:23:59 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
256272,359377602,2020-04-04 09:31:13 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
253524,809991533,2020-04-04 06:31:54 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
234903,800504938,2020-04-04 06:09:00 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
256309,694925973,2020-04-04 02:03:08 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
255101,712488333,2020-04-03 22:23:21 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
249478,784887018,2020-04-03 12:41:46 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
216162,571631510,2020-04-03 08:10:32 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
258763,898106398,2020-04-03 05:41:34 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
238271,637094296,2020-04-02 20:11:58 UTC,1,"Disagree,Neutral",Disagree,2,Neutral,3
245060,717376015,2020-04-03 08:14:53 UTC,1,"Disagree,Strongly agree",Disagree,2,Strongly agree,5
238272,920147998,2020-04-03 07:14:50 UTC,1,"Disagree,Strongly agree",Disagree,2,Strongly agree,5
255269,570179505,2020-04-03 04:23:22 UTC,1,"Disagree,Strongly disagree",Disagree,2,Strongly disagree,1
259478,781080219,2020-04-05 20:41:16 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
257144,797778291,2020-04-05 20:01:10 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
254522,846312069,2020-04-05 09:29:34 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
266603,736846465,2020-04-05 09:25:53 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
257573,748949947,2020-04-05 09:11:07 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
257960,538784734,2020-04-05 08:17:23 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
257849,762267774,2020-04-05 07:54:53 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
251970,353222583,2020-04-05 06:41:42 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
245547,127993515,2020-04-05 05:42:25 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
245107,176884286,2020-04-05 02:48:41 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
251739,508545337,2020-04-05 02:41:30 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
36244,362874073,2020-04-05 02:06:33 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
242168,733203507,2020-04-05 02:03:11 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
256787,212341079,2020-04-05 01:17:59 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
220411,965196515,2020-04-04 22:11:10 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
63316,1532877,2020-04-04 20:31:10 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
255545,267892628,2020-04-04 09:32:39 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
246270,594801834,2020-04-04 08:52:13 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
251146,793865908,2020-04-04 03:50:05 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
249900,709862523,2020-04-04 03:28:34 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
251184,969458527,2020-04-04 01:24:46 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
260673,393057172,2020-04-04 01:06:05 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
253756,797605454,2020-04-04 00:29:35 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
255031,537427364,2020-04-04 00:08:34 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
247654,898801913,2020-04-04 00:05:54 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
245458,716861238,2020-04-03 23:16:21 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
252295,689347961,2020-04-03 23:07:38 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
252138,435233075,2020-04-03 12:46:09 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
250921,695961511,2020-04-03 07:03:25 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
249140,658595524,2020-04-03 04:57:13 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
212711,781684792,2020-04-03 03:07:07 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
253601,282318683,2020-04-03 02:58:34 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
255252,394951483,2020-04-03 01:33:53 UTC,1,"Neutral,Agree",Neutral,3,Agree,4
